,Profession,Commune,Nom du professionnel,latitude,longitude
665,Rhumatologue,Lyon,ANNE GAGNARD,45.758381,4.83276
666,Chirurgien-dentiste,Lyon,PHILIPPE BRUNAUD,45.785378,4.85624
667,Médecin généraliste,Lyon,MICHEL PARTOUCHE,45.788776,4.800751
668,Chirurgien-dentiste,Sainte-Foy-lès-Lyon,PHILIPPE CHAROY,45.733464,4.779444
669,Anesthésiste réanimateur,Lyon,JULIEN CABATON,45.734671,4.870653
670,Dermatologue et vénérologue,Lyon,PASCALE ZUKERVAR,45.74218,4.869409
671,Chirurgien-dentiste,Lyon,CLOTILDE HEUZE,45.783127,4.80845
672,Sage-femme,Lyon,CHARLOTTE LARDERY,45.766325,4.836739
673,Chirurgien orthopédiste et traumatologue,Lyon,LAURENT NOVE JOSSERAND,45.734671,4.870653
674,Dermatologue et vénérologue,Lyon,CLEMMIE MARTIN,45.764,4.836911
675,Radiologue,Lyon,AURELIE GUYENNON,45.741534,4.883643
676,Chirurgien-dentiste,Lyon,CLEMENT BARRAL,45.752181,4.825026
677,Gastro-entérologue et hépatologue,Lyon,FLORIAN ROSTAIN,45.743397,4.87997
678,Chirurgien-dentiste,Lyon,JEAN BERNARD LUC,45.770549,4.85624
679,Psychiatre,Lyon,YANNIS GANSEL,45.747153,4.843823
680,Radiologue,Lyon,CAROLINE CHAFFIOTTE,45.741534,4.883643
681,Radiologue,Sainte-Foy-lès-Lyon,LIONEL MEYER BISCH,45.75014,4.797567
682,Chirurgien-dentiste,Lyon,MAELYS MADRANGES,45.763505,4.844109
683,Chirurgien-dentiste,Lyon,VIRGINIE ROZIER MICHAELI,45.75294,4.833349
684,Chirurgien-dentiste,Sainte-Foy-lès-Lyon,ELEONORE CHAGNY,45.732286,4.803651
685,Médecin généraliste,Lyon,MARION HEDELIUS,45.748775,4.84252
686,Chirurgien-dentiste,Lyon,LAURENT DI FERRO,45.783127,4.80845
687,Chirurgien orthopédiste et traumatologue,Lyon,ALEXANDRE JOURNE,45.771861,4.859019
688,Dermatologue et vénérologue,Lyon,ADELINE FINET BENYAIR,45.746628,4.821016
689,Chirurgien-dentiste,Lyon,JULIE DUCASSE,45.763686,4.844383
690,Néphrologue,Lyon,CORALIE FOURNIE,45.771861,4.859019
691,Chirurgien-dentiste,Lyon,ANISSA CHRAIBI GOUENARD,45.731835,4.8636
692,Rhumatologue,Lyon,MICHEL BERTHIER,45.759223,4.845691
693,Médecin généraliste,Lyon,MOUSSA MOHSEN,45.758924,4.846808
694,Chirurgien-dentiste,Lyon,ALIX BARRIQUAND,45.752181,4.825026
695,Radiologue,Lyon,ALBAN CHAZOT,45.788405,4.785526
696,Médecin généraliste,Lyon,NASSIM AMAIDE,45.727433,4.875767
697,Médecin généraliste,Sainte-Foy-lès-Lyon,PIERRE DAVID MERIGOT,45.732359,4.786047
698,Gynécologue obstétricien,Lyon,MATHILDE LUCEREAU,45.759263,4.832688
699,Chirurgien-dentiste,Lyon,THIERRY HUEBER,45.754691,4.867085
700,Médecin généraliste,Lyon,CHRISTINE SIBY AL HAMOUI,45.751407,4.854613
701,Chirurgien maxillo-facial et stomatologiste,Lyon,VINCENT RAOUX,45.761861,4.837033
702,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,LUC BREMOND,45.779643,4.824258
703,Spécialiste en médecine physique et de réadaptation,Lyon,ERIC EBERMEYER,45.734671,4.870653
704,Gynécologue obstétricien,Lyon,MICHEL GONCALVES,45.741137,4.88481
705,Médecin généraliste,Lyon,CELINE HUMBERT GIMENO,45.727636,4.866305
706,Chirurgien-dentiste,Lyon,PATRICK EXBRAYAT,45.745201,4.865665
707,Chirurgien-dentiste,Lyon,SONIA BRUCHE,45.76977,4.8295
708,Radiologue,Lyon,LILIANE GLEIS GERGIS,45.737076,4.83739
709,Radiologue,Lyon,GAELLE BACH,45.788068,4.790611
710,Radiologue,Lyon,AICHA LTAIEF BOUDRIGUA,45.743397,4.87997
711,Médecin généraliste,Lyon,LAETITIA SARASSAT,45.754525,4.806567
712,Médecin généraliste,Lyon,PIERRE LEVRAT,45.772554,4.849721
713,Chirurgien-dentiste,Lyon,DANIEL BRUNEL,45.742582,4.817257
714,Sage-femme,Lyon,MAELLE GUITTON,45.747467,4.823465
715,Chirurgien-dentiste,Lyon,BERENGERE GOUT,45.759904,4.842854
716,Chirurgien-dentiste,Lyon,DAVID ALEXANDRE EL BAZ,45.752366,4.829142
717,Sage-femme,Lyon,MADELINE KAPLON,45.740134,4.888155
718,Chirurgien-dentiste,Sainte-Foy-lès-Lyon,PHILIPPE CHATAIGNON,45.732471,4.786096
719,Médecin généraliste,Lyon,CELINE RIOL,45.738565,4.840215
720,Radiologue,Lyon,AURELIE BANSAC LAMBLIN,45.756796,4.836005
721,Médecin généraliste,Lyon,EMILIE TRAYNARD,45.763688,4.844596
722,Radiologue,Lyon,MARIE KOLLEN,45.741534,4.883643
723,Stomatologist,Lyon,MARC MESTRALLET,45.741403,4.820472
724,Cardiologue,Lyon,FRANCOIS BERNARD,45.788405,4.785526
725,Chirurgien-dentiste,Lyon,CELINE POUPENEY,45.771409,4.859181
726,Chirurgien-dentiste,Lyon,ANTOINE GUEMENE,45.771435,4.851397
727,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,DELPHINE VERTU CIOLINO,45.743397,4.87997
728,Chirurgien-dentiste,Lyon,CLAUDE NEYRAND,45.769658,4.853015
729,Chirurgien-dentiste,Lyon,SILVERE ROUX,45.7434,4.873353
730,Anesthésiste réanimateur,Lyon,PIERRE GRATADOUR,45.771409,4.859181
731,Chirurgien plasticien,Lyon,THOMAS DELAPORTE,45.767958,4.85969
732,Chirurgien-dentiste,Lyon,THI MAI CLAVEQUIN,45.759223,4.845691
733,Chirurgien-dentiste,Lyon,MICHAEL MARREL,45.75969,4.833333
734,Médecin généraliste,Lyon,ANNE LYSE BONARDI,45.773228,4.844266
735,Chirurgien-dentiste,Lyon,GERALDINE GODDARD,45.735865,4.836124
736,Gynécologue obstétricien,Lyon,MARINE DE CIANTIS,45.741534,4.883643
737,Cardiologue,Lyon,CLEMENT BECLE,45.788405,4.785526
738,Chirurgien-dentiste,Lyon,CHARLOTTE DEGREMONT,45.772601,4.822095
739,Radiologue,Lyon,LUC HENRY,45.759933,4.796662
740,Chirurgien orthopédiste et traumatologue,Lyon,PHILIPPE D INGRADO,45.771409,4.859181
741,Psychiatre,Lyon,PASCAL FRILLOUX,45.752799,4.803718
742,Chirurgien urologue,Lyon,MARC COLOMBEL,45.743397,4.87997
743,Anesthésiste réanimateur,Lyon,PIERRE MICKAEL BOUCHE,45.788414,4.786035
744,Cardiologue,Lyon,IVAN CAREL,45.788405,4.785526
745,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Sainte-Foy-lès-Lyon,LUC ANDRE,45.75014,4.797567
746,Chirurgien-dentiste,Lyon,CHRISTINE BALENCY BEARN,45.773716,4.807022
747,Pédiatre,Lyon,ADRIAN SERBAN,45.778923,4.83233
748,Chirurgien-dentiste,Lyon,MAXIME CUPITI,45.743293,4.878289
749,Chirurgien-dentiste,Sainte-Foy-lès-Lyon,PABLO BOYRA EIZAGUIRRE,45.750225,4.798531
750,Gastro-entérologue et hépatologue,Lyon,THIERRY BIZOLLON,45.788405,4.785526
751,Chirurgien-dentiste,Lyon,DAVID COMPAGNONE,45.772613,4.813723
752,Chirurgien-dentiste,Lyon,CHARLOTTE FARGES,45.76796,4.851135
753,Chirurgien orthopédiste et traumatologue,Lyon,KAMIL ELKHOLTI,45.769605,4.845716
754,Médecin généraliste,Lyon,JEANNE GINDRE,45.727636,4.866305
755,Médecin généraliste,Lyon,JACQUES FORGEOIS,45.757285,4.815078
756,Rhumatologue,Lyon,FRANCOISE MARKUS,45.771861,4.859019
757,Médecin généraliste,Sainte-Foy-lès-Lyon,DAMIEN LEVY,45.741439,4.793316
758,Radiologue,Lyon,THIERRY TAVERNIER,45.759933,4.796662
759,Médecin généraliste,Lyon,MARION LAMORT BOUCHE,45.746435,4.823779
760,Pédiatre,Lyon,OLIVIER BRUN,45.772511,4.831125
761,Radiologue,Lyon,YANN BILLAUD,45.788068,4.790611
762,Dermatologue et vénérologue,Lyon,JESSICA BERNARD,45.746628,4.821016
763,Chirurgien-dentiste,Lyon,THOMAS DOUGNAC GALANT,45.770494,4.858422
764,Chirurgien-dentiste,Lyon,THIERRY MALECA,45.761239,4.847421
765,Chirurgien-dentiste,Lyon,MATHILDE MOUTON,45.75278,4.885325
766,Psychiatre,Lyon,AGATHE BRIDOUX,45.764794,4.843174
767,Radiologue,Lyon,FREDERIQUE DUGOUGEAT PILLEUL,45.741534,4.883643
768,Endocrinologue-diabétologue,Lyon,MARIE CECILE MOREL,45.76959,4.83708
769,Gynécologue obstétricien,Lyon,AXEL FICHEZ,45.778923,4.83233
770,Chirurgien général,Sainte-Foy-lès-Lyon,JANA KONECNA,45.750178,4.797973
771,Médecin généraliste,Lyon,MATHILDE ROBINEAU,45.769027,4.858787
772,Anesthésiste réanimateur,Lyon,VALERIE VIAL,45.733842,4.876888
773,Chirurgien plasticien,Lyon,NICOLAS GOUNOT,45.761269,4.83621
774,Anesthésiste réanimateur,Lyon,ADEL MAATOUG,45.76998,4.826596
775,Psychiatre,Lyon,PATRICK GHARIB,45.743244,4.870519
776,Radiologue,Sainte-Foy-lès-Lyon,GUILLAUME GAUTIER,45.75014,4.797567
777,Radiologue,Lyon,GAELLE BACH,45.787932,4.787614
778,Chirurgien-dentiste,Lyon,VERONIQUE BEHLERT,45.759842,4.845922
779,Radiologue,Lyon,GILDAS BONHOMME,45.759933,4.796662
780,Dermatologue et vénérologue,Lyon,FRANCOIS DURUPT,45.778923,4.83233
781,Dermatologue et vénérologue,Lyon,QUENTIN MAGIS,45.764,4.836911
782,Neurologue,Lyon,GERALDINE ANDRODIAS CONDEMINE,45.788068,4.790611
783,Médecin généraliste,Lyon,JULIE SERRIER,45.750723,4.844256
784,Neurologue,Lyon,NICOLAIE PLOSCUTANU,45.734463,4.875879
785,Chirurgien-dentiste,Lyon,LAURA COHEN,45.768139,4.8469
786,Radiologue,Lyon,BERNARD VENIN,45.756587,4.798997
787,Néphrologue,Sainte-Foy-lès-Lyon,JEAN MARC HUROT,45.749317,4.796346
788,Chirurgien-dentiste,Lyon,DELPHINE RICHARD,45.799521,4.825082
789,Radiologue,Lyon,GUILLAUME BUISSON,45.756587,4.798997
790,Anesthésiste réanimateur,Lyon,AYMERIC TREMBLAY,45.788068,4.790611
791,Radiologue,Lyon,JULIETTE BOUFFARD VERCELLI,45.741534,4.883643
792,Chirurgien urologue,Lyon,PIERRE ELOI BRIANT,45.758652,4.831766
793,Médecin généraliste,Lyon,LUCIE VERNET,45.729819,4.839024
794,Chirurgien-dentiste,Lyon,BENOIT BACH,45.759904,4.842854
795,Chirurgien-dentiste,Lyon,ELODIE MONVOISIN,45.771819,4.843775
796,Chirurgien-dentiste,Lyon,THOMAS VIENOT,45.758254,4.834293
797,Chirurgien-dentiste,Lyon,STEPHANIE GAUTHEROT,45.759638,4.847186
798,Chirurgien-dentiste,Lyon,CECILE MENARD,45.766216,4.837298
799,Chirurgien-dentiste,Lyon,BERTILLE DEGROLARD,45.752181,4.825026
800,Radiologue,Lyon,XAVIER MEYER,45.788405,4.785526
801,Radiologue,Sainte-Foy-lès-Lyon,NOEMIE PEYRON FAURE,45.75014,4.797567
802,Anesthésiste réanimateur,Lyon,OLIVIER GIRAUD,45.734463,4.875879
803,Anesthésiste réanimateur,Lyon,BERNARD CORONEL,45.741534,4.883643
804,Médecin généraliste,Lyon,MARION FABRE,45.758763,4.826514
805,Gynécologue médical et obstétricien,Lyon,ANNA LA MELA JUMEL,45.741534,4.883643
806,Chirurgien-dentiste,Lyon,PASCAL MICHEL,45.763623,4.863484
807,Médecin généraliste,Chazelles-sur-Lyon,MILENE COUTURIER,45.635692,4.388191
808,Chirurgien orthopédiste et traumatologue,Lyon,ROMAIN AUGOYARD,45.76998,4.826596
809,Chirurgien-dentiste,Lyon,THOMAS PARET,45.769137,4.846454
810,Chirurgien-dentiste,Lyon,NOOMANE NOUR,45.753356,4.828566
811,Chirurgien-dentiste,Lyon,PASCALE BADIN,45.778392,4.8055
812,Médecin généraliste,Lyon,AMIRA BERRIMA,45.748775,4.84252
813,Chirurgien-dentiste,Lyon,NICOLAS METAY,45.7453,4.870999
814,Médecin généraliste,Lyon,ROMAIN BOREL,45.746435,4.823779
815,Chirurgien-dentiste,Sainte-Foy-lès-Lyon,AMANDINE MICOULAZ,45.750225,4.798531
816,Chirurgien-dentiste,Lyon,ANNE FAVRE BERLIOZ,45.7434,4.873353
817,Pneumologue,Lyon,KARIMA BOULEDRAK,45.734463,4.875879
818,Radiologue,Lyon,CHRISTOPHE LARCHEZ,45.759933,4.796662
819,Chirurgien-dentiste,Lyon,ASTRIG VARTANIAN,45.758686,4.854846
820,Radiologue,Lyon,LUC HENRY,45.788405,4.785526
821,Chirurgien-dentiste,Lyon,BENJAMIN WIESENFELD,45.8014,4.825291
822,Médecin généraliste,Lyon,ELISABETH AZULAY TEBOUL,45.787288,4.790167
823,Chirurgien-dentiste,Lyon,EKATERINA LAMBOVA,45.742582,4.817257
824,Chirurgien-dentiste,Lyon,ISABELLE BOUVIER,45.758254,4.834293
825,Anesthésiste réanimateur,Lyon,FREDERIC MARMION,45.734671,4.870653
826,Médecin généraliste,Sainte-Foy-lès-Lyon,FLORIE SACAREAU,45.75014,4.797567
827,Médecin généraliste,Sainte-Foy-lès-Lyon,CLEMENTINE ABT,45.74268,4.807124
828,Chirurgien orthopédiste et traumatologue,Lyon,JEAN MARIE FAYARD,45.734463,4.875879
829,Radiologue,Sainte-Foy-lès-Lyon,THIERRY BARATTE,45.75014,4.797567
830,Médecin généraliste,Lyon,CAROLE BERNARD,45.73902,4.836329
831,Neurologue,Lyon,ELSA LEHINGUE,45.739787,4.889593
832,Radiologue,Lyon,SYLVIE CHAZEL,45.756355,4.871349
833,Gastro-entérologue et hépatologue,Lyon,CLEMENT FORTIER BEAULIEU,45.788068,4.790611
834,Médecin généraliste,Lyon,LAURE CESSIEUX,45.749019,4.867131
835,Chirurgien-dentiste,Lyon,MARIE LAURE BORROD,45.756217,4.798206
836,Chirurgien général,Lyon,SOPHIE CONVERSET VIETHEL,45.771861,4.859019
837,Chirurgien orthopédiste et traumatologue,Lyon,GUILLAUME DEMEY,45.788068,4.790611
838,Anesthésiste réanimateur,Lyon,CYRIL DEREYMEZ,45.788068,4.790611
839,Chirurgien-dentiste,Lyon,MICHEL CHAMPENOIS,45.746405,4.837339
840,Dermatologue et vénérologue,Lyon,VERONIQUE LAINE GILLY,45.769658,4.853015
841,Chirurgien-dentiste,Lyon,BENEDICTE LANDRY,45.759904,4.842854
842,Chirurgien orthopédiste et traumatologue,Lyon,VINCENT GUIGAL,45.771861,4.859019
843,Radiologue,Lyon,XAVIER MEYER,45.759933,4.796662
844,Ophtalmologiste,Lyon,MARTINE JUILLET REITZ,45.761861,4.837033
845,Médecin généraliste,Lyon,PIERRE WATTEAU,45.755798,4.830805
846,Psychiatre,Lyon,CATERINA MAGGI PERPOINT,45.767519,4.831428
847,Chirurgien-dentiste,Lyon,LUCAS CHIARA,45.771819,4.843775
848,Médecin généraliste,Lyon,ANNE SOLENE GUIGNOT,45.742849,4.869854
849,Radiologue,Lyon,MARC FUHRMANN,45.788405,4.785526
850,Chirurgien-dentiste,Lyon,OPHELIE REYNAUD,45.757417,4.814791
851,Gynécologue obstétricien,Lyon,ANTOINE FAYSSE,45.741534,4.883643
852,Chirurgien-dentiste,Lyon,DENIS COIFFIER,45.753705,4.847216
853,Chirurgien-dentiste,Lyon,THIBAULT BERTAUD,45.772601,4.822095
854,Chirurgien-dentiste,Lyon,CLARA BLANCHARD,45.771409,4.859181
855,Chirurgien-dentiste,Lyon,LAURA THOLLET,45.77759,4.827176
856,Chirurgien-dentiste,Lyon,MAGALI GREMAUD,45.75691,4.850368
857,Chirurgien orthopédiste et traumatologue,Sainte-Foy-lès-Lyon,DAVID PARIS,45.75014,4.797567
858,Chirurgien orthopédiste et traumatologue,Lyon,SEBASTIEN LUSTIG,45.778923,4.83233
859,Pédiatre,Lyon,CARINE VERGNES ROVEL,45.748835,4.83586
860,Psychiatre,Lyon,WAFIK AHMAD,45.736754,4.864666
861,Sage-femme,Lyon,FLORENCE LEROY,45.750837,4.865234
862,Anesthésiste réanimateur,Lyon,BERTRAND DELANNOY,45.788068,4.790611
863,Sage-femme,Lyon,QUITTERIE DESJOBERT,45.739182,4.828778
864,Cardiologue,Lyon,MARTIN BONNET,45.788068,4.790611
865,Chirurgien-dentiste,Lyon,JUDITH PADILLA BARBOSA,45.761524,4.834185
866,Gastro-entérologue et hépatologue,Lyon,ADRIANE LESNE ZIEGLER,45.787932,4.787614
867,Chirurgien-dentiste,Lyon,MIGUEL ASIN,45.761508,4.83705
868,Rhumatologue,Lyon,JEROME DREYFUS,45.741735,4.839998
869,Médecin généraliste,Lyon,CAROL GILIBERT,45.773984,4.844123
870,Radiologue,Lyon,GAELLE BACH,45.788405,4.785526
871,Médecin généraliste,Lyon,ARMELLE MARCILHACY,45.759872,4.841651
872,Chirurgien-dentiste,Lyon,JEAN PAUL DURET,45.772613,4.813723
873,Ophtalmologiste,Lyon,CARINE DUFIT,45.779593,4.827608
874,Dermatologue et vénérologue,Lyon,SANDRA RONGER SAVLE,45.772186,4.85013
875,Psychiatre,Lyon,DANIEL GERARD,45.7396,4.842132
876,Médecin généraliste,Sainte-Foy-lès-Lyon,LOUIZA FAREZ,45.745084,4.80107
877,Chirurgien orthopédiste et traumatologue,Lyon,DAVID DEJOUR,45.78796,4.78554
878,Neurologue,Lyon,NADIA VANDENBERGHE,45.742819,4.876195
879,Médecin généraliste,Lyon,LAURENCE BARDE,45.800259,4.835442
880,Gynécologue obstétricien,Lyon,CARINE CLEMENT COLLET,45.759944,4.833525
881,Chirurgien-dentiste,Lyon,JULIEN BOUCHUT,45.75959,4.855214
882,Chirurgien général,Lyon,FRANCOIS MITHIEUX,45.734463,4.875879
883,Chirurgien général,Lyon,MANUELA BOSSI,45.741534,4.883643
884,Médecin généraliste,Lyon,CECILIA LABALTE,45.754855,4.795562
885,Médecin généraliste,Lyon,RAFAELE MAURIN VAZ,45.745884,4.846531
886,Gynécologue obstétricien,Lyon,EMMANUELLE DENIS BELICARD,45.741534,4.883643
887,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,OLIVIER MORIN,45.762343,4.845044
888,Chirurgien général,Sainte-Foy-lès-Lyon,XAVIER CHOPIN LALY,45.75014,4.797567
889,Anesthésiste réanimateur,Lyon,SIMON JUHEL,45.771409,4.859181
890,Cardiologue,Lyon,YEHIA SAYEGH,45.749383,4.852807
891,Chirurgien-dentiste,Lyon,CYRIL AMAR,45.769137,4.846454
892,Rhumatologue,Lyon,THIBAUT ROLLAND,45.78796,4.78554
893,Médecin généraliste,Lyon,MELANIE PERRON,45.756302,4.828356
894,Médecin généraliste,Lyon,GARANCE PAGET,45.748366,4.843213
895,Ophtalmologiste,Lyon,MARINE ESPINASSE,45.769024,4.848532
896,Chirurgien-dentiste,Lyon,NATHALIE BENOIT,45.771409,4.859181
897,Radiologue,Lyon,PERRINE MANCHEC POILBLANC,45.778923,4.83233
898,Radiologue,Lyon,MICHEL ABIHANNA,45.756587,4.798997
899,Sage-femme,Lyon,CLOTILDE ROQUEBERT,45.762931,4.835317
900,Médecin généraliste,Lyon,FRANCOIS VERGARA,45.765048,4.791448
901,Ophtalmologiste,Lyon,ALAIN HULLO,45.762351,4.861621
902,Rhumatologue,Sainte-Foy-lès-Lyon,LAURENCE DENOUAL,45.735079,4.804504
903,Pédiatre,Lyon,GISELE BOUKADIA,45.768581,4.803722
904,Chirurgien-dentiste,Lyon,JEROME LEFEUVRE,45.759376,4.83457
905,Pneumologue,Lyon,STEPHANIE LUCIANI,45.761718,4.845637
906,Ophtalmologiste,Lyon,ELODIE CALAS,45.771861,4.859019
907,Cardiologue,Lyon,PIERRE LANTELME,45.778923,4.83233
908,Médecin généraliste,Lyon,DANIELLE ROBERT RABILLOUD,45.772153,4.850978
909,Gynécologue obstétricien,Lyon,MATHIEU POILBLANC,45.759263,4.832688
910,Chirurgien-dentiste,Lyon,JEAN FRANCOIS GOFFOZ,45.763613,4.861475
911,Médecin généraliste,Lyon,JEAN BAPTISTE RAMON,45.77668,4.83316
912,Ophtalmologiste,Lyon,CHARLOTTE DENIER,45.759629,4.845605
913,Chirurgien-dentiste,Sainte-Foy-lès-Lyon,BRUNO FITOUCHI,45.744736,4.782908
914,Chirurgien-dentiste,Lyon,VERONIQUE GIORGI,45.76074,4.868434
915,Médecin généraliste,Lyon,CLEMENCE COCHET POMMIER,45.751899,4.846009
916,Gynécologue obstétricien,Lyon,MICHEL ROMAC,45.737076,4.83739
917,Médecin généraliste,Lyon,TATIANA MASLENKOVA GERBAUD,45.759363,4.870213
918,Gynécologue obstétricien,Sainte-Foy-lès-Lyon,NICOLAS CARRABIN,45.75014,4.797567
919,Cancérologue médical,Lyon,YANN MOLIN,45.788405,4.785526
920,Radiologue,Lyon,BERNARD PASQUIER,45.741534,4.883643
921,Chirurgien plasticien,Lyon,IGOR PAPALIA,45.764474,4.841829
922,Sage-femme,Lyon,MATHILDE CHOMEL DE VARAGNES,45.769986,4.858892
923,Chirurgien-dentiste,Lyon,KEVIN SEBBAGH,45.769137,4.846454
924,Chirurgien général,Lyon,PIERRE EMMANUEL BONNOT,45.735484,4.876521
925,Médecin généraliste,Lyon,NAIZHI SHEN,45.753225,4.853567
926,Gastro-entérologue et hépatologue,Lyon,MURIEL LOT,45.788405,4.785526
927,Radiologue,Lyon,YAZID REDJEM,45.745368,4.892962
928,Cardiologue,Lyon,BENJAMIN GAL,45.734463,4.875879
929,Médecin généraliste,Lyon,MARTINE DEVINANT LEVRAT,45.772554,4.849721
930,Médecin généraliste,Lyon,FRANCOIS MILON,45.759904,4.842854
931,Chirurgien vasculaire,Lyon,GUILLAUME DANIEL,45.734463,4.875879
932,Médecin généraliste,Lyon,HELENE HEMERY,45.754855,4.795562
933,Ophtalmologiste,Lyon,CAROLINE VASSENEIX,45.769024,4.848532
934,Chirurgien-dentiste,Lyon,AMAURY BRESSAND,45.770178,4.856631
935,Sage-femme,Lyon,ALEXIA DUMAS,45.754293,4.781275
936,Chirurgien thoracique et cardio-vasculaire,Lyon,ALAIN CURTIL,45.788068,4.790611
937,Gynécologue obstétricien,Lyon,ANNAIG GUICHARD,45.774155,4.846223
938,Psychiatre,Lyon,BERNARD CHERVET,45.745134,4.879446
939,Chirurgien-dentiste,Lyon,MARIE CLEMENT,45.773604,4.842678
940,Médecin généraliste,Lyon,FANNY CAPELLI,45.740134,4.888155
941,Spécialiste en médecine physique et de réadaptation,Lyon,JEAN FRANCOIS SALMOCHI,45.771861,4.859019
942,Pneumologue,Lyon,BRUNO CAILLET,45.772956,4.849293
943,Psychiatre,Lyon,GENEVIEVE D HAUCOURT,45.766025,4.834754
944,Psychiatre,Lyon,HUBERT SCHIR,45.776834,4.832352
945,Cardiologue,Lyon,VERONIQUE GEBUHRER,45.771409,4.859181
946,Sage-femme,Lyon,MORGANE COLLETTE,45.740134,4.888155
947,Ophtalmologiste,Lyon,MATTHIEU REYMOND,45.759809,4.851743
948,Chirurgien-dentiste,Lyon,JULIEN KLEIN,45.768139,4.8469
949,Médecin généraliste,Lyon,DIANE KOEHLER,45.76536,4.836409
950,Neurologue,Lyon,CATHERINE CORNUT CHAUVINC,45.742819,4.876195
951,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,ERIC TRUY,45.743397,4.87997
952,Gastro-entérologue et hépatologue,Lyon,ANTOINE DE LEUSSE,45.766576,4.837887
953,Médecin généraliste,Lyon,FREDERIQUE CHOVET,45.746435,4.823779
954,Pneumologue,Lyon,CORINNE DEPAGNE,45.748654,4.846301
955,Médecin généraliste,Lyon,MAXENCE MENET,45.76536,4.836409
956,Chirurgien vasculaire,Sainte-Foy-lès-Lyon,MERYL FAVIER DE LACHOMETTE,45.750178,4.797973
957,Médecin généraliste,Lyon,GENEVIEVE TACHEAU,45.764822,4.849609
958,Sage-femme,Lyon,ANNE BEATRICE LORMET,45.747792,4.872193
959,Gastro-entérologue et hépatologue,Sainte-Foy-lès-Lyon,MAXIME DELVINCOURT,45.75014,4.797567
960,Chirurgien plasticien,Lyon,CAMILLE HANRIAT,45.741534,4.883643
961,Radiologue,Lyon,ALBAN CHAZOT,45.759933,4.796662
962,Médecin généraliste,Lyon,CHRISTINE GREGOIRE,45.77646,4.834843
963,Chirurgien-dentiste,Lyon,DAN ROSENBACH,45.752181,4.825026
964,Ophtalmologiste,Sainte-Foy-lès-Lyon,MICHAEL GENSBURGER,45.75014,4.797567
965,Médecin généraliste,Lyon,PATRICK TERRASSE,45.757285,4.815078
966,Sage-femme,Lyon,BERANGERE MANIERE,45.764127,4.833134
967,Sage-femme,Lyon,MARION FEDERICI,45.776183,4.804474
968,Sage-femme,Lyon,LAURA SOUMAGNE,45.800654,4.826016
969,Médecin généraliste,Lyon,ABDELAZIZ MENDAS,45.741534,4.883643
970,Gynécologue obstétricien,Lyon,ANTOINE WATRELOT,45.741534,4.883643
971,Chirurgien-dentiste,Lyon,SYLVAIN DEROCHE,45.776088,4.820661
972,Sage-femme,Lyon,PERRINE ROULLAUD,45.786012,4.808061
973,Gynécologue obstétricien,Lyon,CATHERINE CORTEY,45.740134,4.888155
974,Neurologue,Lyon,LAURENTIU JOMIR,45.742849,4.8761
975,Chirurgien urologue,Lyon,MARIE DOMINIQUE AZEMAR GARNIER,45.758652,4.831766
976,Neurologue,Sainte-Foy-lès-Lyon,NADIA VANDENBERGHE,45.75014,4.797567
977,Chirurgiens-dentistes spécialiste en chirurgie orale,Lyon,JEAN JACQUES CHALARD,45.771409,4.859181
978,Radiologue,Lyon,GILLES MARMEY,45.778923,4.83233
979,Ophtalmologiste,Lyon,PHILIPPE LEYNAUD,45.739649,4.83574
980,Rhumatologue,Sainte-Foy-lès-Lyon,PASCALE TAVAN,45.735079,4.804504
981,Médecin généraliste,Lyon,GUILLAUME SOUWEINE,45.768907,4.836254
982,Médecin généraliste,Lyon,FLORIAN CAILLIEREZ,45.729819,4.839024
983,Médecin généraliste,Lyon,HERVE COMBET,45.75208,4.802579
984,Médecin généraliste,Lyon,JOHN COCHET,45.745652,4.871593
985,Médecin généraliste,Lyon,MARTHE SALMON,45.758029,4.851931
986,Médecin généraliste,Lyon,JEAN LUC GOURRU,45.765044,4.834403
987,Ophtalmologiste,Lyon,STEPHANE DELAGE,45.743376,4.870842
988,Gastro-entérologue et hépatologue,Lyon,JEROME DESRAME,45.734463,4.875879
989,Médecin généraliste,Sainte-Foy-lès-Lyon,ISABELLE BADARELLI,45.75014,4.797567
990,Dermatologue et vénérologue,Lyon,LAURE JACONELLI,45.755369,4.831392
991,Médecin généraliste,Lyon,BRIGITTE CHATELET MASSON,45.800654,4.826016
992,Gynécologue obstétricien,Lyon,JEAN MICHEL DREYFUS,45.741534,4.883643
993,Médecin généraliste,Lyon,GILLES GRIFFON RENAUD,45.728188,4.838995
994,Sage-femme,Lyon,BEATRICE DELEPOULLE,45.743503,4.865435
995,Chirurgien plasticien,Lyon,THOMAS DUMONT,45.767958,4.85969
996,Chirurgien orthopédiste et traumatologue,Lyon,VINCENT LOCQUET,45.769605,4.845716
997,Neurologue,Lyon,PAULINE ROCHE,45.742819,4.876195
998,Chirurgien orthopédiste et traumatologue,Lyon,EMMANUEL FAVREUL,45.76998,4.826596
999,Médecin généraliste,Lyon,JEAN MICHEL GARCIN,45.76527,4.868329
